season,team_id,team_name,player_id,Name,position_code,POS,G,GS,GO,airOuts,R,2B,3B,HR,K,BB,IBB,H,HBP,AVG,AB,OBP,SLG,OPS,CS,SB,SB%,GIDP,numP,ERA,IP,W,L,SV,SVOpp,HLD,BS,ER,WHIP,BF,Outs,GPitched,CG,SHO,Str,Str%,HBP.1,BK,WP,pickOffs,TB,GO/FO,W%,P/IP,GF,K/BB,K/9,BB/9,H/9,R/9,HR/9,inheritedRunners,inheritedRunnersScored,catchersInterference,sacBunts,SF,team,QS,IP_corrected,1B,BABIP
2024,575.0,Dorados de Chihuahua,622464,Wendell Floranus,1,RP,5,0,6,3.0,10,1,0,2,5,5,1,8,0,0.381,21,0.5,0.714,1.214,0,0,,1,98,16.615384615384617,4.1,0,0,0,0,1,0,8,3.0,27,13,5.0,0,0.0,59,0.6020408163265306,0.0,0,2,0.0,15,2.0,,22.615384615384617,2.0,1.0,10.384615384615385,10.384615384615385,16.615384615384617,20.76923076923077,4.153846153846154,0.0,0.0,0.0,1.0,0,CHI,0,4.333333333333333,5,0.429
2024,575.0,Dorados de Chihuahua,678581,Karlo Seijas,1,RP,3,0,2,3.0,12,5,0,0,3,2,0,10,1,0.556,18,0.619,0.833,1.452,0,0,,0,84,40.5,2.2,0,0,0,0,0,0,12,4.5,21,8,3.0,0,0.0,51,0.6071428571428571,1.0,0,0,0.0,15,0.67,,31.5,2.0,1.5,10.125,6.75,33.75,40.5,0.0,0.0,0.0,0.0,0.0,0,CHI,0,2.6666666666666665,5,0.667
2024,5567.0,El Aguila de Veracruz,600965,Ricardo Rodríguez,1,RP,7,0,10,5.0,0,1,0,0,7,2,0,5,0,0.185,27,0.241,0.222,0.46299999999999997,0,0,,0,101,0.0,7.1,0,0,0,0,3,0,0,0.9545454545454546,29,22,7.0,0,0.0,73,0.7227722772277227,0.0,0,1,0.0,6,2.0,,13.772727272727273,1.0,3.5,8.590909090909092,2.4545454545454546,6.136363636363637,0.0,0.0,3.0,1.0,0.0,0.0,0,VER,0,7.333333333333333,4,0.25
2024,5567.0,El Aguila de Veracruz,642396,Manuel Rondon,1,RP,7,0,7,4.0,1,1,0,1,7,4,0,6,0,0.261,23,0.37,0.435,0.8049999999999999,0,0,,1,115,1.4210526315789473,6.1,1,0,0,0,1,0,1,1.5789473684210527,28,19,7.0,0,0.0,61,0.5304347826086957,0.0,0,0,0.0,10,1.75,1.0,18.157894736842106,3.0,1.75,9.947368421052632,5.684210526315789,8.526315789473685,1.4210526315789473,1.4210526315789473,4.0,1.0,0.0,1.0,0,VER,0,6.333333333333333,4,0.333
2024,5567.0,El Aguila de Veracruz,592709,Evan Rutckyj,1,RP,15,0,15,10.0,3,0,0,0,11,10,0,9,0,0.205,44,0.345,0.205,0.5499999999999999,1,2,66.7,3,229,1.4210526315789473,12.2,0,0,0,0,4,0,2,1.5,55,38,15.0,0,0.0,129,0.5633187772925764,0.0,0,0,0.0,9,1.5,,18.078947368421055,0.0,1.1,7.815789473684211,7.105263157894737,6.394736842105264,2.1315789473684212,0.0,5.0,3.0,0.0,0.0,1,VER,0,12.666666666666666,9,0.265
2024,5567.0,El Aguila de Veracruz,650980,Samuel Zazueta,1,RP,11,0,15,7.0,2,3,0,0,13,5,2,6,1,0.15,40,0.261,0.225,0.486,1,0,0.0,1,190,1.4594594594594594,12.1,0,1,0,0,3,0,2,0.8918918918918919,47,37,11.0,0,0.0,111,0.5842105263157895,1.0,0,1,0.0,9,2.14,0.0,15.405405405405405,0.0,2.6,9.486486486486486,3.6486486486486487,4.378378378378378,1.4594594594594594,0.0,3.0,1.0,0.0,1.0,0,VER,0,12.333333333333334,3,0.222
2024,5567.0,El Aguila de Veracruz,542587,Elvis Araujo,1,"SP, RP",4,3,18,27.0,7,3,0,3,8,4,0,15,1,0.221,68,0.274,0.397,0.671,1,1,50.0,1,269,2.793103448275862,19.1,2,0,0,0,0,0,6,0.9827586206896552,73,58,4.0,1,0.0,169,0.6282527881040892,1.0,0,2,0.0,27,0.67,1.0,13.913793103448278,0.0,2.0,3.724137931034483,1.8620689655172415,6.982758620689656,3.2586206896551726,1.396551724137931,0.0,0.0,0.0,0.0,0,VER,1,19.333333333333332,9,0.211
2024,5567.0,El Aguila de Veracruz,570488,Phillips Valdez,1,SP,14,14,92,71.0,38,14,1,11,30,19,0,73,7,0.277,264,0.339,0.462,0.801,1,0,0.0,12,1030,4.678217821782178,67.1,6,5,0,0,0,0,35,1.3663366336633664,292,202,14.0,0,0.0,656,0.6368932038834951,7.0,0,1,0.0,122,1.3,0.545,15.297029702970297,0.0,1.5789473684210527,4.00990099009901,2.5396039603960396,9.757425742574258,5.079207920792079,1.4702970297029705,0.0,0.0,0.0,0.0,2,VER,4,67.33333333333333,47,0.276
2024,5567.0,El Aguila de Veracruz,623485,Ashton Goudeau,1,SP,7,7,18,24.0,15,5,0,4,31,16,0,26,2,0.265,98,0.379,0.439,0.8180000000000001,0,4,100.0,1,508,4.875,24.0,1,0,0,0,0,0,13,1.75,117,72,7.0,0,0.0,311,0.6122047244094488,2.0,0,3,0.0,43,0.75,1.0,21.166666666666668,0.0,1.9375,11.625,6.0,9.75,5.625,1.5,0.0,0.0,0.0,1.0,0,VER,1,24.0,17,0.349
2024,5567.0,El Aguila de Veracruz,673455,Lazaro Blanco,1,"SP, RP",5,3,22,21.0,11,3,0,2,14,13,0,14,1,0.197,71,0.329,0.324,0.653,0,1,100.0,0,365,5.120689655172414,19.1,2,1,0,0,0,0,11,1.396551724137931,85,58,5.0,0,0.0,216,0.5917808219178082,1.0,0,0,1.0,23,1.05,0.667,18.879310344827587,0.0,1.0769230769230769,6.517241379310345,6.051724137931035,6.517241379310345,5.120689655172414,0.9310344827586208,2.0,0.0,0.0,0.0,0,VER,0,19.333333333333332,9,0.218
2024,5567.0,El Aguila de Veracruz,621089,José Mesa Jr.,1,RP,13,0,15,18.0,11,0,2,1,9,6,0,17,0,0.315,54,0.359,0.444,0.8029999999999999,1,0,0.0,1,231,5.785714285714286,14.0,2,0,0,0,0,0,9,1.6428571428571428,65,42,13.0,0,0.0,144,0.6233766233766234,0.0,0,2,0.0,24,0.83,1.0,16.5,3.0,1.5,5.785714285714286,3.857142857142857,10.928571428571429,7.071428571428571,0.6428571428571429,17.0,5.0,0.0,1.0,4,VER,0,14.0,14,0.333
2024,5567.0,El Aguila de Veracruz,592411,Ben Holmes,1,"SP, RP",7,6,26,29.0,21,7,1,6,23,15,0,32,2,0.302,106,0.395,0.557,0.9520000000000001,1,4,80.0,3,492,6.914634146341464,27.1,0,3,0,0,0,0,21,1.7195121951219512,127,82,7.0,0,0.0,302,0.6138211382113821,2.0,0,0,0.0,59,0.9,0.0,18.0,0.0,1.5333333333333334,7.573170731707317,4.939024390243903,10.536585365853659,6.914634146341464,1.975609756097561,0.0,0.0,0.0,3.0,1,VER,0,27.333333333333332,18,0.333
2024,5567.0,El Aguila de Veracruz,684118,Victor Buelna,1,RP,2,0,2,3.0,2,0,0,1,1,0,0,4,0,0.4,10,0.4,0.7,1.1,0,0,,0,43,9.0,2.0,0,0,0,0,0,0,2,2.0,10,6,2.0,0,0.0,26,0.6046511627906976,0.0,0,0,0.0,7,0.67,,21.5,2.0,inf,4.5,0.0,18.0,9.0,4.5,0.0,0.0,0.0,0.0,0,VER,0,2.0,3,0.375
2024,5567.0,El Aguila de Veracruz,656080,Aneuris Rosario,1,RP,6,0,4,12.0,9,0,1,3,8,6,0,8,2,0.258,31,0.4,0.613,1.013,0,0,,0,167,10.125,8.0,0,1,0,0,0,0,9,1.75,40,24,6.0,0,0.0,103,0.6167664670658682,2.0,0,1,0.0,19,0.33,0.0,20.875,3.0,1.3333333333333333,9.0,6.75,9.0,10.125,3.375,6.0,3.0,0.0,0.0,1,VER,0,8.0,4,0.238
2024,5567.0,El Aguila de Veracruz,602105,Elvin Liriano,1,RP,4,0,0,1.0,3,0,0,0,4,5,0,1,0,0.167,6,0.545,0.167,0.7120000000000001,0,0,,0,57,16.200000000000003,1.2,1,0,0,0,0,0,3,3.6000000000000005,11,5,4.0,0,0.0,27,0.47368421052631576,0.0,0,0,0.0,1,0.0,1.0,34.2,0.0,0.8,21.6,27.000000000000004,5.4,16.200000000000003,0.0,0.0,0.0,0.0,0.0,0,VER,0,1.6666666666666665,1,0.5
2024,579.0,Guerreros de Oaxaca,506693,Henderson Alvarez III,1,SP,2,2,8,12.0,1,2,0,0,1,1,0,9,0,0.3,30,0.323,0.367,0.69,0,0,,2,97,1.125,8.0,1,0,0,0,0,0,1,1.25,31,24,2.0,0,0.0,67,0.6907216494845361,0.0,0,0,0.0,11,0.67,1.0,12.125,0.0,1.0,1.125,1.125,10.125,1.125,0.0,0.0,0.0,0.0,0.0,0,OAX,0,8.0,7,0.31
2024,579.0,Guerreros de Oaxaca,620445,José Mujica,1,RP,21,0,19,21.0,6,5,0,3,16,7,1,17,0,0.233,73,0.3,0.425,0.725,0,2,100.0,4,309,1.3728813559322033,19.2,2,0,0,2,6,2,3,1.2203389830508473,80,59,21.0,0,0.0,205,0.6634304207119741,0.0,0,0,0.0,31,0.9,1.0,15.711864406779661,3.0,2.2857142857142856,7.322033898305084,3.2033898305084745,7.779661016949152,2.7457627118644066,1.3728813559322033,8.0,5.0,0.0,0.0,0,OAX,0,19.666666666666668,9,0.259
2024,579.0,Guerreros de Oaxaca,592889,Ernesto Zaragoza,1,RP,16,0,17,12.0,6,3,0,2,18,7,1,12,1,0.207,58,0.303,0.362,0.665,1,1,50.0,1,273,2.25,16.0,1,1,0,1,6,1,4,1.1875,67,48,16.0,0,0.0,172,0.63003663003663,1.0,0,1,0.0,21,1.42,0.5,17.0625,3.0,2.5714285714285716,10.125,3.9375,6.75,3.375,1.125,8.0,2.0,0.0,1.0,0,OAX,0,16.0,7,0.263
2024,579.0,Guerreros de Oaxaca,592769,D.J. Snelten,1,RP,10,0,7,3.0,4,3,0,0,12,5,0,9,0,0.3,30,0.389,0.4,0.789,2,1,33.3,0,167,3.2399999999999998,8.1,1,0,0,0,2,0,3,1.68,36,25,10.0,0,0.0,99,0.592814371257485,0.0,0,3,1.0,12,2.33,1.0,20.04,1.0,2.4,12.959999999999999,5.3999999999999995,9.719999999999999,4.319999999999999,0.0,9.0,6.0,0.0,0.0,1,OAX,0,8.333333333333334,6,0.474
2024,579.0,Guerreros de Oaxaca,676339,Sean Rackoski,1,RP,5,0,6,3.0,2,1,0,1,3,2,0,4,0,0.267,15,0.353,0.533,0.886,0,0,,0,51,4.5,4.0,0,1,0,0,3,0,2,1.5,18,12,5.0,0,0.0,33,0.6470588235294118,0.0,0,0,0.0,8,2.0,0.0,12.75,1.0,1.5,6.75,4.5,9.0,4.5,2.25,3.0,0.0,0.0,1.0,0,OAX,0,4.0,2,0.273
2024,579.0,Guerreros de Oaxaca,622747,Eduardo Vera,1,RP,4,0,7,7.0,3,0,0,1,1,3,0,5,1,0.263,19,0.391,0.421,0.812,0,1,100.0,1,88,5.0625,5.1,0,0,0,0,0,0,3,1.5,24,16,4.0,0,0.0,55,0.625,1.0,0,0,0.0,8,1.0,,16.5,0.0,0.3333333333333333,1.6875,5.0625,8.4375,5.0625,1.6875,2.0,2.0,0.0,1.0,0,OAX,0,5.333333333333333,4,0.235
2024,579.0,Guerreros de Oaxaca,542609,Enrique Burgos,1,RP,2,0,5,1.0,2,0,1,0,4,0,0,2,0,0.167,12,0.167,0.333,0.5,0,0,,0,43,5.3999999999999995,3.1,0,0,0,0,0,0,2,0.6,12,10,2.0,0,0.0,28,0.6511627906976745,0.0,0,0,0.0,4,5.0,,12.899999999999999,0.0,inf,10.799999999999999,0.0,5.3999999999999995,5.3999999999999995,0.0,0.0,0.0,0.0,0.0,0,OAX,0,3.3333333333333335,1,0.25
2024,579.0,Guerreros de Oaxaca,605301,Williams Jerez,1,"SP, RP",22,1,12,25.0,19,6,1,4,22,3,0,31,1,0.356,87,0.372,0.586,0.958,0,3,100.0,0,343,8.1,20.0,2,1,0,1,8,1,18,1.7,94,60,22.0,0,0.0,234,0.6822157434402333,1.0,0,1,0.0,51,0.48,0.667,17.15,1.0,7.333333333333333,9.9,1.35,13.95,8.55,1.8,21.0,8.0,0.0,0.0,3,OAX,0,20.0,20,0.422
2024,579.0,Guerreros de Oaxaca,670416,Zach Matson,1,"SP, RP",7,6,29,25.0,27,4,1,3,25,24,1,43,2,0.364,118,0.473,0.492,0.965,2,1,33.3,1,559,8.783132530120481,27.2,1,3,0,0,0,0,27,2.4216867469879517,148,83,7.0,0,0.0,331,0.592128801431127,2.0,0,3,0.0,58,1.16,0.25,20.204819277108435,0.0,1.0416666666666667,8.132530120481928,7.80722891566265,13.987951807228916,8.783132530120481,0.9759036144578312,0.0,0.0,0.0,2.0,2,OAX,0,27.666666666666668,35,0.435
2024,579.0,Guerreros de Oaxaca,678581,Karlo Seijas,1,RP,4,0,3,5.0,4,0,0,1,4,0,0,7,1,0.368,19,0.4,0.526,0.926,0,0,,0,75,9.0,4.0,0,0,0,0,0,0,4,1.75,20,12,4.0,0,0.0,47,0.6266666666666667,1.0,0,3,0.0,10,0.6,,18.75,1.0,inf,9.0,0.0,15.75,9.0,2.25,5.0,4.0,0.0,0.0,0,OAX,0,4.0,6,0.429
2024,579.0,Guerreros de Oaxaca,663677,Alex Reyes,1,RP,18,0,21,21.0,27,4,0,7,15,11,0,27,1,0.333,81,0.411,0.642,1.053,0,0,,5,360,11.065573770491804,20.1,2,0,0,0,1,0,25,1.8688524590163935,96,61,18.0,0,0.0,208,0.5777777777777777,1.0,0,6,0.0,52,1.0,1.0,17.704918032786885,3.0,1.3636363636363635,6.639344262295082,4.868852459016393,11.950819672131148,11.950819672131148,3.098360655737705,10.0,3.0,0.0,1.0,2,OAX,0,20.333333333333332,16,0.328
2024,579.0,Guerreros de Oaxaca,682200,Austin Drury,1,SP,1,1,2,3.0,4,1,0,0,2,4,0,4,0,0.364,11,0.533,0.455,0.988,0,4,100.0,0,79,13.5,2.0,0,0,0,0,0,0,3,4.0,15,6,1.0,0,0.0,44,0.5569620253164557,0.0,0,0,0.0,5,0.67,,39.5,0.0,0.5,9.0,18.0,18.0,18.0,0.0,0.0,0.0,0.0,0.0,0,OAX,0,2.0,3,0.444
2024,579.0,Guerreros de Oaxaca,641576,Bernardo Flores Jr.,1,RP,8,0,6,10.0,12,2,0,1,5,8,2,8,0,0.276,29,0.432,0.448,0.88,0,0,,0,136,14.727272727272728,7.1,0,1,0,0,2,0,12,2.181818181818182,37,22,8.0,0,0.0,72,0.5294117647058824,0.0,1,1,0.0,13,0.6,0.0,18.545454545454547,3.0,0.625,6.136363636363637,9.818181818181818,9.818181818181818,14.727272727272728,1.2272727272727273,2.0,0.0,0.0,0.0,0,OAX,0,7.333333333333333,5,0.304
2024,579.0,Guerreros de Oaxaca,671790,Ronald Bolaños,1,SP,2,2,5,4.0,10,1,0,4,6,7,0,8,0,0.348,23,0.5,0.913,1.413,0,1,100.0,2,123,15.1875,5.1,0,0,0,0,0,0,9,2.8125,30,16,2.0,0,0.0,68,0.5528455284552846,0.0,0,1,0.0,21,1.25,,23.0625,0.0,0.8571428571428571,10.125,11.8125,13.5,16.875,6.75,0.0,0.0,0.0,0.0,0,OAX,0,5.333333333333333,3,0.308
2024,579.0,Guerreros de Oaxaca,664475,Edgar Torres,1,RP,1,0,0,1.0,2,0,0,1,2,0,0,2,0,0.4,5,0.4,1.0,1.4,0,0,,0,12,18.0,1.0,0,0,0,0,0,0,2,2.0,5,3,1.0,0,0.0,10,0.8333333333333334,0.0,0,0,0.0,5,0.0,,12.0,0.0,inf,18.0,0.0,18.0,18.0,9.0,0.0,0.0,0.0,0.0,0,OAX,0,1.0,1,0.5
2024,579.0,Guerreros de Oaxaca,806519,Anthony Boix,1,RP,2,0,3,1.0,3,1,0,0,0,4,0,3,0,0.429,7,0.636,0.571,1.2069999999999999,0,0,,0,47,20.25,1.1,0,0,0,0,0,0,3,5.25,11,4,2.0,0,0.0,20,0.425531914893617,0.0,0,0,0.0,4,3.0,,35.25,1.0,0.0,0.0,27.0,20.25,20.25,0.0,0.0,0.0,0.0,0.0,0,OAX,0,1.3333333333333333,2,0.429
2024,579.0,Guerreros de Oaxaca,666802,Joel Cesar,1,RP,5,0,3,2.0,8,0,0,4,3,1,0,8,0,0.5,16,0.529,1.25,1.779,1,0,0.0,0,58,24.0,3.0,1,2,0,1,1,1,8,3.0,17,9,5.0,0,0.0,36,0.6206896551724138,0.0,0,0,0.0,20,1.5,0.333,19.333333333333332,1.0,3.0,9.0,3.0,24.0,24.0,12.0,5.0,1.0,0.0,0.0,0,OAX,0,3.0,4,0.444
2024,4444.0,Caliente de Durango,491703,Neftalí Feliz,1,RP,23,0,21,32.0,9,4,0,1,29,8,1,21,1,0.214,98,0.28,0.286,0.5660000000000001,0,1,100.0,0,437,1.3846153846153846,26.0,3,0,11,13,0,2,4,1.1153846153846154,112,78,23.0,0,0.0,285,0.6521739130434783,1.0,0,1,0.0,28,0.66,1.0,16.807692307692307,18.0,3.625,10.038461538461538,2.769230769230769,7.269230769230769,3.1153846153846154,0.34615384615384615,8.0,3.0,0.0,5.0,0,DUR,0,26.0,16,0.294
2024,4444.0,Caliente de Durango,622097,Jake Thompson,1,SP,5,5,32,24.0,12,5,1,1,16,11,0,25,1,0.263,95,0.339,0.368,0.7070000000000001,2,6,75.0,2,438,3.24,25.0,1,2,0,0,0,0,9,1.44,109,75,5.0,0,0.0,250,0.5707762557077626,1.0,0,0,0.0,35,1.33,0.333,17.52,0.0,1.4545454545454546,5.76,3.96,9.0,4.32,0.36,0.0,0.0,0.0,0.0,2,DUR,1,25.0,18,0.3
2024,4444.0,Caliente de Durango,688548,Nico Tellache,1,SP,13,13,91,55.0,36,18,1,9,60,20,0,73,3,0.266,274,0.319,0.438,0.757,1,3,75.0,9,1165,3.9481132075471694,70.2,5,3,0,0,0,0,31,1.3160377358490565,302,212,13.0,0,0.0,732,0.6283261802575107,3.0,1,4,1.0,120,1.65,0.625,16.485849056603772,0.0,3.0,7.641509433962264,2.5471698113207544,9.297169811320755,4.584905660377358,1.1462264150943395,0.0,0.0,0.0,1.0,4,DUR,2,70.66666666666667,45,0.306
2024,4444.0,Caliente de Durango,602513,Gonzalo Sanudo,1,RP,15,0,14,11.0,6,5,0,0,11,7,0,14,1,0.292,48,0.386,0.396,0.782,0,1,100.0,2,238,4.378378378378378,12.1,0,0,0,0,1,0,6,1.7027027027027026,58,37,15.0,0,0.0,151,0.634453781512605,1.0,0,0,0.0,19,1.27,,19.297297297297295,2.0,1.5714285714285714,8.027027027027026,5.108108108108108,10.216216216216216,4.378378378378378,0.0,12.0,6.0,0.0,1.0,1,DUR,0,12.333333333333334,9,0.368
2024,4444.0,Caliente de Durango,623985,Manuel Chavez,1,RP,9,0,12,7.0,5,3,0,1,6,3,1,6,0,0.194,31,0.265,0.387,0.652,0,0,,2,139,5.1923076923076925,8.2,1,0,0,0,1,0,5,1.0384615384615385,34,26,9.0,0,0.0,89,0.6402877697841727,0.0,0,0,0.0,12,1.71,1.0,16.03846153846154,0.0,2.0,6.230769230769231,3.1153846153846154,6.230769230769231,5.1923076923076925,1.0384615384615385,9.0,4.0,0.0,0.0,0,DUR,0,8.666666666666666,2,0.208
2024,4444.0,Caliente de Durango,592411,Ben Holmes,1,"SP, RP",11,10,57,54.0,35,16,0,6,37,24,0,60,2,0.291,206,0.368,0.456,0.8240000000000001,2,4,66.7,6,846,5.823529411764706,51.0,4,5,0,0,0,0,33,1.6470588235294117,234,153,11.0,0,0.0,518,0.6122931442080378,2.0,0,0,1.0,94,1.06,0.444,16.58823529411765,0.0,1.5416666666666667,6.529411764705882,4.235294117647059,10.588235294117647,6.176470588235294,1.0588235294117647,2.0,1.0,0.0,0.0,2,DUR,2,51.0,38,0.327
2024,4444.0,Caliente de Durango,622464,Wendell Floranus,1,RP,40,0,31,46.0,25,7,1,4,29,11,2,40,0,0.282,142,0.331,0.43,0.761,0,0,,1,567,5.914285714285715,35.0,1,0,0,0,7,0,23,1.457142857142857,157,105,40.0,0,0.0,366,0.6455026455026455,0.0,0,2,0.0,61,0.67,1.0,16.2,5.0,2.6363636363636362,7.457142857142857,2.8285714285714287,10.285714285714286,6.428571428571429,1.0285714285714285,10.0,5.0,0.0,3.0,1,DUR,0,35.0,28,0.327
2024,4444.0,Caliente de Durango,593594,Octavio Acosta,1,"SP, RP",11,10,45,52.0,41,9,1,8,27,22,1,65,3,0.349,186,0.425,0.538,0.9630000000000001,2,1,33.3,3,806,8.515384615384615,43.1,0,5,0,0,0,0,41,2.0076923076923077,214,130,11.0,0,0.0,497,0.6166253101736973,3.0,0,2,0.0,100,0.87,0.0,18.599999999999998,0.0,1.2272727272727273,5.607692307692307,4.569230769230769,13.5,8.515384615384615,1.6615384615384614,0.0,0.0,0.0,2.0,1,DUR,0,43.333333333333336,47,0.375
2024,4444.0,Caliente de Durango,641538,Frank Duncan,1,SP,8,8,37,25.0,31,10,0,3,26,11,0,43,7,0.331,130,0.409,0.477,0.8859999999999999,2,3,60.0,2,529,8.897727272727273,29.1,0,6,0,0,0,0,29,1.840909090909091,149,88,8.0,0,0.0,324,0.6124763705103969,7.0,0,7,0.0,62,1.48,0.0,18.03409090909091,0.0,2.3636363636363638,7.9772727272727275,3.375,13.193181818181818,9.511363636363637,0.9204545454545455,0.0,0.0,0.0,0.0,1,DUR,0,29.333333333333332,30,0.392
2024,4444.0,Caliente de Durango,684118,Victor Buelna,1,RP,12,0,8,24.0,18,7,1,1,9,6,0,30,0,0.435,69,0.468,0.609,1.077,0,1,100.0,0,280,11.853658536585366,13.2,0,1,0,0,0,0,18,2.6341463414634148,77,41,12.0,0,0.0,177,0.6321428571428571,0.0,1,0,0.0,42,0.33,0.0,20.48780487804878,1.0,1.5,5.926829268292683,3.951219512195122,19.75609756097561,11.853658536585366,0.6585365853658537,15.0,7.0,0.0,0.0,2,DUR,0,13.666666666666666,21,0.475
2024,4444.0,Caliente de Durango,665129,Gunnar Kines,1,"SP, RP",5,1,10,10.0,13,1,0,3,5,5,0,12,2,0.333,36,0.442,0.611,1.053,0,0,,0,160,12.959999999999999,8.1,0,2,0,0,0,0,12,2.04,44,25,5.0,0,0.0,99,0.61875,2.0,1,0,0.0,22,1.0,0.0,19.2,0.0,1.0,5.3999999999999995,5.3999999999999995,12.959999999999999,14.04,3.2399999999999998,2.0,0.0,0.0,1.0,0,DUR,0,8.333333333333334,8,0.321
2024,496.0,Leones de Yucatan,623985,Manuel Chavez,1,RP,13,0,8,9.0,2,1,0,0,12,9,1,8,1,0.222,36,0.383,0.25,0.633,0,0,,3,197,1.6875,10.2,1,1,0,2,1,2,2,1.59375,47,32,13.0,0,0.0,110,0.5583756345177665,1.0,0,1,0.0,9,0.89,0.5,18.46875,0.0,1.3333333333333333,10.125,7.59375,6.75,1.6875,0.0,14.0,9.0,0.0,0.0,1,YUC,0,10.666666666666666,7,0.32
2024,496.0,Leones de Yucatan,491703,Neftalí Feliz,1,RP,9,0,10,9.0,3,3,0,1,7,2,0,9,0,0.257,35,0.297,0.429,0.726,0,0,,2,127,1.9285714285714284,9.1,0,1,6,6,0,0,2,1.1785714285714286,37,28,9.0,0,0.0,85,0.6692913385826772,0.0,0,0,0.0,15,1.11,0.0,13.607142857142856,9.0,3.5,6.75,1.9285714285714284,8.678571428571429,2.892857142857143,0.9642857142857142,0.0,0.0,0.0,0.0,0,YUC,0,9.333333333333334,5,0.296
2024,496.0,Leones de Yucatan,665789,Kenny Hernandez,1,RP,5,0,13,4.0,3,0,0,0,4,2,0,6,0,0.231,26,0.286,0.231,0.517,0,0,,1,109,2.5714285714285716,7.0,1,0,0,0,1,0,2,1.1428571428571428,29,21,5.0,0,0.0,67,0.6146788990825688,0.0,0,0,0.0,6,3.25,1.0,15.571428571428571,0.0,2.0,5.142857142857143,2.5714285714285716,7.714285714285714,3.857142857142857,0.0,3.0,2.0,0.0,1.0,0,YUC,0,7.0,6,0.273
2024,496.0,Leones de Yucatan,664584,Jhon Romero,1,RP,22,0,22,13.0,8,2,0,3,27,6,0,14,0,0.189,74,0.244,0.338,0.5820000000000001,1,1,50.0,2,306,3.375,21.1,0,2,4,7,2,3,8,0.9375,82,64,22.0,0,0.0,205,0.6699346405228758,0.0,0,0,0.0,25,1.69,0.0,14.34375,9.0,4.5,11.390625,2.53125,5.90625,3.375,1.265625,5.0,2.0,0.0,0.0,2,YUC,0,21.333333333333332,9,0.239
2024,496.0,Leones de Yucatan,621348,Sam Clay,1,RP,11,0,10,7.0,4,1,0,0,13,4,0,9,0,0.231,39,0.302,0.256,0.558,0,0,,1,152,3.4838709677419355,10.1,1,1,0,0,5,0,4,1.2580645161290323,43,31,11.0,0,0.0,92,0.6052631578947368,0.0,1,1,0.0,10,1.43,0.5,14.709677419354838,0.0,3.25,11.32258064516129,3.4838709677419355,7.838709677419354,3.4838709677419355,0.0,5.0,0.0,0.0,0.0,0,YUC,0,10.333333333333334,8,0.346
2024,496.0,Leones de Yucatan,656080,Aneuris Rosario,1,RP,25,0,25,14.0,9,5,1,0,22,11,1,18,1,0.228,79,0.33,0.316,0.646,1,4,80.0,1,376,3.919354838709677,20.2,2,1,0,0,2,0,9,1.4032258064516128,91,62,25.0,0,0.0,242,0.6436170212765957,1.0,1,3,0.0,25,1.79,0.667,18.193548387096772,6.0,2.0,9.580645161290322,4.790322580645161,7.838709677419354,3.919354838709677,0.0,13.0,4.0,0.0,0.0,0,YUC,0,20.666666666666668,12,0.316
2024,496.0,Leones de Yucatan,467094,Felix Doubront,1,SP,2,2,5,11.0,4,2,0,1,9,1,0,4,1,0.138,29,0.194,0.31,0.504,0,0,,0,126,4.319999999999999,8.1,0,1,0,0,0,0,4,0.6,31,25,2.0,0,0.0,89,0.7063492063492064,1.0,0,0,0.0,9,0.45,0.0,15.12,0.0,9.0,9.719999999999999,1.0799999999999998,4.319999999999999,4.319999999999999,1.0799999999999998,0.0,0.0,0.0,0.0,0,YUC,0,8.333333333333334,1,0.158
2024,496.0,Leones de Yucatan,629500,Williams Ramirez,1,RP,22,0,16,14.0,12,0,2,1,26,14,0,13,0,0.194,67,0.333,0.299,0.632,0,7,100.0,1,365,5.2105263157894735,19.0,0,1,0,2,5,2,11,1.4210526315789473,83,57,22.0,0,0.0,218,0.5972602739726027,0.0,0,2,0.0,20,1.14,0.0,19.210526315789473,3.0,1.8571428571428572,12.31578947368421,6.631578947368421,6.157894736842105,5.684210526315789,0.47368421052631576,1.0,0.0,0.0,2.0,0,YUC,0,19.0,10,0.3
2024,496.0,Leones de Yucatan,642758,Domingo Acevedo,1,RP,4,0,1,8.0,2,0,0,1,1,1,0,1,0,0.091,11,0.167,0.364,0.531,0,0,,0,27,5.3999999999999995,3.1,0,0,0,0,2,0,2,0.6,12,10,4.0,0,0.0,18,0.6666666666666666,0.0,0,0,0.0,4,0.13,,8.1,0.0,1.0,2.6999999999999997,2.6999999999999997,2.6999999999999997,5.3999999999999995,2.6999999999999997,4.0,0.0,0.0,0.0,0,YUC,0,3.3333333333333335,0,0.0
2024,496.0,Leones de Yucatan,453307,David Huff,1,RP,6,0,13,6.0,5,2,0,2,5,2,0,7,0,0.233,30,0.273,0.5,0.773,0,0,,0,126,5.625,8.0,0,0,0,0,1,0,5,1.125,33,24,6.0,0,0.0,74,0.5873015873015873,0.0,0,0,0.0,15,2.17,,15.75,0.0,2.5,5.625,2.25,7.875,5.625,2.25,5.0,3.0,0.0,0.0,1,YUC,0,8.0,3,0.208
